time/episodes,train/critic_loss,train/actor_loss,train/ent_coef_loss,time/time_elapsed,train/ent_coef,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,rollout/ep_len_mean,train/learning_rate,rollout/success_rate
840,2.7706189155578613,17.964397430419922,-0.17774629592895508,564,0.16442732512950897,-44.94,77,43903,43802,45.65,0.0003,0.71
844,2.9433932304382324,17.90890121459961,-0.22336441278457642,564,0.1643473356962204,-42.98,77,43939,43838,43.71,0.0003,0.73
848,1.7177345752716064,17.903488159179688,-0.19472378492355347,566,0.16468943655490875,-41.78,77,44048,43947,42.53,0.0003,0.75
852,3.955296039581299,17.534156799316406,-0.07761085778474808,568,0.16571491956710815,-41.61,77,44263,44162,42.35,0.0003,0.74
856,4.0389885902404785,16.957399368286133,0.037696003913879395,572,0.16731995344161987,-43.22,77,44553,44452,43.95,0.0003,0.73
860,5.6844682693481445,17.419286727905273,0.12589702010154724,575,0.16906991600990295,-43.71,77,44776,44675,44.44,0.0003,0.73
864,5.155422210693359,17.06707000732422,0.17275655269622803,577,0.17006215453147888,-44.26,77,44932,44831,44.98,0.0003,0.72
868,1.783597469329834,17.60824203491211,-0.39682531356811523,580,0.17108526825904846,-44.11,77,45180,45079,44.82,0.0003,0.71
872,6.373842716217041,17.899829864501953,0.09463084489107132,583,0.17246894538402557,-45.81,77,45408,45307,46.5,0.0003,0.69
876,3.811768054962158,17.247760772705078,0.3579028844833374,586,0.17348279058933258,-45.84,77,45639,45538,46.53,0.0003,0.69
880,4.598837852478027,18.49822998046875,0.012478172779083252,587,0.17497417330741882,-45.74,77,45770,45669,46.43,0.0003,0.69
884,3.8532471656799316,18.482952117919922,0.06083986908197403,590,0.17658132314682007,-46.58,77,45989,45888,47.26,0.0003,0.68
888,1.876319408416748,17.904096603393555,0.1881013959646225,592,0.17774710059165955,-47.15,77,46150,46049,47.82,0.0003,0.67
892,4.1474409103393555,18.09132194519043,0.07033121585845947,596,0.1798526644706726,-48.16,77,46464,46363,48.82,0.0003,0.66
896,9.256476402282715,17.51124382019043,0.22870709002017975,597,0.1818743497133255,-47.84,77,46584,46483,48.5,0.0003,0.66
900,7.7628493309021,18.83515739440918,-0.0458223819732666,600,0.18438170850276947,-48.82,77,46816,46715,49.47,0.0003,0.65
904,2.103304862976074,17.923337936401367,0.07892657071352005,600,0.18447290360927582,-46.53,77,46848,46747,47.2,0.0003,0.67
908,3.2256274223327637,19.485042572021484,-0.141720712184906,603,0.1849241554737091,-46.9,77,47055,46954,47.57,0.0003,0.67
912,2.681004762649536,17.895360946655273,-0.14515504240989685,605,0.18533651530742645,-46.32,77,47210,47109,47.0,0.0003,0.68
916,14.97861385345459,18.19540786743164,0.04583717882633209,606,0.18688441812992096,-45.5,78,47322,47221,46.18,0.0003,0.68
920,3.101105213165283,17.627283096313477,-0.004875347018241882,609,0.1872122436761856,-45.57,78,47543,47442,46.24,0.0003,0.67
924,5.202876091003418,19.256439208984375,-0.30789661407470703,610,0.18948158621788025,-44.05,78,47680,47579,44.73,0.0003,0.68
928,3.84086012840271,17.256732940673828,0.13344673812389374,612,0.1887413114309311,-42.89,78,47821,47720,43.57,0.0003,0.68
932,2.5742416381835938,18.651897430419922,0.3433836102485657,615,0.18949438631534576,-43.95,78,48053,47952,44.62,0.0003,0.67
936,4.914979457855225,18.426340103149414,0.4071674346923828,617,0.19272591173648834,-44.1,78,48234,48133,44.77,0.0003,0.67
940,3.274137020111084,17.989158630371094,-0.13865530490875244,619,0.19286692142486572,-44.17,78,48387,48286,44.84,0.0003,0.67
944,3.4984798431396484,16.972843170166016,0.3253949284553528,620,0.19180774688720703,-44.97,78,48502,48401,45.63,0.0003,0.66
948,4.177029609680176,19.45648193359375,-0.24006089568138123,623,0.19219784438610077,-46.14,78,48726,48625,46.78,0.0003,0.64
952,2.8060717582702637,17.273212432861328,0.24880611896514893,625,0.19322404265403748,-45.36,78,48864,48763,46.01,0.0003,0.65
956,7.024465084075928,18.259567260742188,-0.28217586874961853,628,0.19560396671295166,-44.27,78,49046,48945,44.93,0.0003,0.66
960,2.065749168395996,18.48553466796875,-0.1675567775964737,629,0.19614791870117188,-42.38,78,49081,48980,43.05,0.0003,0.67
964,5.431147575378418,18.310726165771484,-0.19543541967868805,631,0.19690559804439545,-42.97,78,49296,49195,43.64,0.0003,0.67
968,2.231288433074951,18.914691925048828,0.041341036558151245,633,0.19681251049041748,-42.05,78,49453,49352,42.73,0.0003,0.68
972,7.137636184692383,19.242877960205078,0.1902642399072647,634,0.19725258648395538,-40.11,78,49489,49388,40.81,0.0003,0.7
976,3.615407943725586,18.647918701171875,0.13160830736160278,636,0.20109492540359497,-39.74,78,49684,49583,40.45,0.0003,0.71
980,8.450704574584961,18.512340545654297,0.2765443027019501,637,0.20072825253009796,-38.88,78,49730,49629,39.6,0.0003,0.72
984,2.5006208419799805,19.17029571533203,-0.00015625357627868652,638,0.20074041187763214,-38.11,78,49873,49772,38.84,0.0003,0.73
988,6.759253978729248,19.758705139160156,-0.09377868473529816,640,0.1991412490606308,-37.58,78,49982,49881,38.32,0.0003,0.74
992,10.652070045471191,18.37473487854004,-0.12810298800468445,642,0.1980985552072525,-36.52,78,50192,50091,37.28,0.0003,0.76
996,5.4162163734436035,20.394210815429688,-0.06260566413402557,643,0.19812682271003723,-35.82,78,50243,50142,36.59,0.0003,0.77
1000,1.530132532119751,19.568485260009766,0.1754809468984604,643,0.1981625258922577,-33.95,78,50290,50189,34.74,0.0003,0.79
1004,3.570220947265625,18.51396942138672,-0.08578796684741974,647,0.20168296992778778,-36.27,78,50552,50451,37.04,0.0003,0.77
1008,2.1512451171875,19.04657554626465,-0.14934328198432922,650,0.20083193480968475,-36.91,78,50822,50721,37.67,0.0003,0.76
1012,1.7172579765319824,19.906545639038086,-0.24226266145706177,652,0.20127367973327637,-36.66,78,50953,50852,37.43,0.0003,0.77
1016,5.246542453765869,17.469558715820312,0.16670429706573486,654,0.2042950540781021,-37.0,78,51100,50999,37.78,0.0003,0.78
1020,4.060675621032715,19.583473205566406,-0.06861317157745361,655,0.20305728912353516,-35.29,78,51152,51051,36.09,0.0003,0.8
1024,7.111599922180176,20.306665420532227,0.14035871624946594,658,0.205100417137146,-36.91,78,51450,51349,37.7,0.0003,0.79
1028,3.853938579559326,19.043245315551758,0.23381787538528442,660,0.20761379599571228,-36.69,78,51570,51469,37.49,0.0003,0.8
1032,2.8576955795288086,19.285688400268555,-0.0022766590118408203,662,0.20805764198303223,-35.66,78,51700,51599,36.47,0.0003,0.81
1036,8.059563636779785,19.241901397705078,-0.5237563848495483,666,0.20762395858764648,-37.01,78,52014,51913,37.8,0.0003,0.79
1040,5.140463829040527,19.523075103759766,0.31206223368644714,666,0.2067904770374298,-36.11,78,52078,51977,36.91,0.0003,0.8
1044,2.701817750930786,20.737716674804688,0.2885764241218567,668,0.20692786574363708,-36.26,78,52208,52107,37.06,0.0003,0.8
1048,7.373241901397705,18.922866821289062,0.17667536437511444,668,0.20650485157966614,-34.4,78,52248,52147,35.22,0.0003,0.82
1052,2.9930992126464844,18.349468231201172,0.2756517827510834,669,0.20643891394138336,-33.37,78,52284,52183,34.2,0.0003,0.83
1056,2.991246461868286,18.38878631591797,0.24900151789188385,672,0.21005044877529144,-34.27,78,52555,52454,35.09,0.0003,0.82
1060,2.2227914333343506,20.224830627441406,-0.07093527913093567,673,0.21032850444316864,-34.94,78,52657,52556,35.76,0.0003,0.82
1064,4.582938194274902,19.400192260742188,-0.2796933650970459,676,0.21121083199977875,-34.65,78,52843,52742,35.47,0.0003,0.82
1068,2.2451584339141846,19.023704528808594,0.21449843049049377,677,0.21210314333438873,-33.88,78,52924,52823,34.71,0.0003,0.83
1072,9.177993774414062,18.768798828125,0.3755890130996704,679,0.21426548063755035,-35.62,78,53132,53031,36.43,0.0003,0.81
1076,4.201043128967285,18.93390655517578,0.016829796135425568,680,0.214451402425766,-34.03,78,53169,53068,34.85,0.0003,0.82
1080,7.977480411529541,19.727445602416992,-0.06309004127979279,680,0.21290642023086548,-34.26,78,53238,53137,35.08,0.0003,0.82
1084,2.43194580078125,19.543533325195312,-0.1655159741640091,681,0.21373198926448822,-33.47,78,53303,53202,34.3,0.0003,0.83
1088,3.586886405944824,19.19289779663086,-0.24289101362228394,684,0.21301479637622833,-34.35,78,53499,53398,35.17,0.0003,0.82
1092,9.53298568725586,19.562788009643555,0.014943957328796387,686,0.2138395458459854,-33.86,78,53660,53559,34.68,0.0003,0.82
1096,4.068282604217529,19.082279205322266,0.2646849751472473,688,0.21568351984024048,-35.01,78,53825,53724,35.82,0.0003,0.81
1100,7.2657928466796875,20.02316665649414,-0.10305842757225037,690,0.21882538497447968,-36.67,78,54036,53935,37.46,0.0003,0.79
1104,6.956178665161133,20.01141929626465,0.026798628270626068,692,0.2192191481590271,-35.4,78,54172,54071,36.2,0.0003,0.8
1108,4.430792331695557,18.94449234008789,-0.31312352418899536,694,0.22016280889511108,-34.41,78,54344,54243,35.22,0.0003,0.81
1112,3.0701122283935547,20.17169189453125,-0.2595084011554718,695,0.21973612904548645,-34.19,78,54453,54352,35.0,0.0003,0.81
1116,3.1626343727111816,19.55731964111328,0.2845478057861328,696,0.21895676851272583,-33.29,78,54510,54409,34.1,0.0003,0.81
1120,10.072403907775879,19.60294532775879,0.2503933608531952,698,0.21983923017978668,-34.35,78,54668,54567,35.16,0.0003,0.81
1124,8.205045700073242,19.794769287109375,-0.09195821732282639,700,0.22250984609127045,-32.86,78,54819,54718,33.69,0.0003,0.83
1128,3.293468475341797,19.012939453125,-0.0442299023270607,700,0.22360147535800934,-31.92,78,54845,54744,32.75,0.0003,0.83
1132,6.029727935791016,19.199621200561523,0.137173593044281,702,0.22398488223552704,-31.92,78,54975,54874,32.75,0.0003,0.83
1136,7.986043930053711,18.848262786865234,0.18108364939689636,704,0.2226608693599701,-30.64,78,55163,55062,31.49,0.0003,0.85
1140,1.6259160041809082,19.172306060791016,-0.16821381449699402,705,0.22494900226593018,-30.97,78,55260,55159,31.82,0.0003,0.85
1144,8.379776000976562,18.918930053710938,0.28941914439201355,706,0.22492969036102295,-30.13,78,55307,55206,30.99,0.0003,0.86
1148,2.218486785888672,19.522613525390625,-0.057998619973659515,708,0.2257615625858307,-31.53,78,55486,55385,32.38,0.0003,0.85
1152,6.761486053466797,19.749412536621094,-0.19349491596221924,708,0.22617581486701965,-31.72,78,55541,55440,32.57,0.0003,0.85
1156,4.232603073120117,19.5835018157959,0.5428047180175781,709,0.22514550387859344,-29.45,78,55587,55486,30.32,0.0003,0.87
1160,9.83612060546875,18.423555374145508,0.012828826904296875,710,0.2265913486480713,-29.63,78,55706,55605,30.49,0.0003,0.86
1164,3.9436540603637695,19.561439514160156,-0.14524726569652557,712,0.2282564789056778,-29.19,78,55848,55747,30.05,0.0003,0.86
1168,8.69063949584961,19.36223602294922,0.08059771358966827,714,0.22949619591236115,-29.53,78,55963,55862,30.39,0.0003,0.86
1172,3.672034978866577,19.754405975341797,-0.22677388787269592,715,0.22902201116085052,-28.78,78,56097,55996,29.65,0.0003,0.87
1176,6.723114490509033,19.342885971069336,0.12551021575927734,716,0.22953549027442932,-28.72,78,56128,56027,29.59,0.0003,0.87
1180,6.354771137237549,20.49527359008789,-0.019678786396980286,717,0.22999943792819977,-29.39,78,56264,56163,30.26,0.0003,0.87
1184,5.819217681884766,20.701080322265625,-0.32318001985549927,719,0.2294192910194397,-30.28,78,56418,56317,31.15,0.0003,0.87
1188,7.504944801330566,19.97181510925293,-0.073389932513237,721,0.2341555953025818,-29.83,78,56569,56468,30.7,0.0003,0.87
1192,3.93472957611084,20.638999938964844,0.05513574928045273,721,0.2346695512533188,-28.48,78,56596,56495,29.36,0.0003,0.88
1196,7.2897443771362305,19.61431884765625,-0.027876168489456177,723,0.23501431941986084,-28.04,78,56718,56617,28.93,0.0003,0.89
1200,4.323317527770996,20.048194885253906,0.2911562919616699,723,0.23569276928901672,-26.36,78,56763,56662,27.27,0.0003,0.91
1204,4.972128391265869,20.914159774780273,0.08470778912305832,725,0.23639516532421112,-26.25,78,56888,56787,27.16,0.0003,0.91
1208,2.3289918899536133,20.1060791015625,-0.1813511997461319,727,0.2381201982498169,-26.64,78,57099,56998,27.55,0.0003,0.91
1212,3.6398067474365234,18.823509216308594,0.19715331494808197,729,0.23990292847156525,-26.78,78,57221,57120,27.68,0.0003,0.9
1216,8.2852783203125,21.078632354736328,-0.09359756857156754,730,0.24120233952999115,-27.33,78,57333,57232,28.23,0.0003,0.9
1220,3.9877872467041016,19.651947021484375,0.0025109201669692993,733,0.24168550968170166,-27.88,78,57544,57443,28.76,0.0003,0.88
1224,2.4912633895874023,19.14122200012207,0.4501457214355469,734,0.24258773028850555,-27.72,78,57678,57577,28.59,0.0003,0.87
1228,9.418091773986816,21.145797729492188,-0.2380267083644867,735,0.24306364357471466,-28.06,78,57738,57637,28.93,0.0003,0.87
1232,3.430232048034668,18.61250114440918,0.23546603322029114,736,0.24243301153182983,-27.13,78,57776,57675,28.01,0.0003,0.88
1236,6.265903949737549,21.203693389892578,-0.10570374131202698,738,0.2405206710100174,-27.0,78,57951,57850,27.88,0.0003,0.88
1240,8.870142936706543,19.851900100708008,-0.08080810308456421,738,0.23987500369548798,-26.5,78,57998,57897,27.38,0.0003,0.88
1244,4.289186954498291,20.808197021484375,-0.030854538083076477,741,0.24239662289619446,-28.49,78,58242,58141,29.35,0.0003,0.86
1248,7.744162559509277,19.759075164794922,0.051062632352113724,742,0.24221546947956085,-26.94,78,58267,58166,27.81,0.0003,0.87
1252,12.134839057922363,19.78774070739746,0.010764755308628082,742,0.24214759469032288,-26.93,78,58321,58220,27.8,0.0003,0.87
1256,4.0362091064453125,20.088537216186523,-0.017296701669692993,743,0.24147658050060272,-27.0,78,58374,58273,27.87,0.0003,0.87
1260,4.100584983825684,19.69598388671875,-0.02090170979499817,743,0.24034292995929718,-26.21,78,58415,58314,27.09,0.0003,0.88
1264,5.637361526489258,19.991065979003906,-0.11364482343196869,745,0.24009904265403748,-26.11,78,58547,58446,26.99,0.0003,0.88
1268,4.854353904724121,21.02536392211914,-0.04392384737730026,746,0.23849743604660034,-25.55,78,58606,58505,26.43,0.0003,0.88
1272,3.9001574516296387,19.887819290161133,0.18154314160346985,748,0.23779286444187164,-26.31,78,58815,58714,27.18,0.0003,0.87
1276,12.745065689086914,20.010997772216797,-0.008287131786346436,749,0.23875847458839417,-26.41,78,58856,58755,27.28,0.0003,0.87
1280,11.880452156066895,20.46535873413086,-0.11298419535160065,752,0.24348688125610352,-27.42,78,59091,58990,28.27,0.0003,0.85
1284,4.274645805358887,19.875152587890625,-0.08534291386604309,753,0.24486736953258514,-27.3,78,59232,59131,28.14,0.0003,0.84
1288,7.7757110595703125,20.261438369750977,0.17116689682006836,754,0.24374403059482574,-26.43,78,59297,59196,27.28,0.0003,0.85
1292,4.372222900390625,20.841838836669922,-0.14964446425437927,756,0.2450721561908722,-27.64,78,59444,59343,28.48,0.0003,0.84
1296,6.456453323364258,19.5657958984375,-0.2925594449043274,757,0.24511751532554626,-27.13,78,59515,59414,27.97,0.0003,0.84
1300,5.966462135314941,20.84238052368164,-0.13357442617416382,759,0.246365487575531,-28.75,78,59720,59619,29.57,0.0003,0.82
1304,9.393028259277344,19.07663917541504,-0.11210580170154572,761,0.2461441308259964,-28.96,78,59866,59765,29.78,0.0003,0.82
1308,5.332698822021484,19.322086334228516,0.2144736349582672,762,0.24523523449897766,-28.17,78,59998,59897,28.99,0.0003,0.82
1312,5.464992523193359,19.625032424926758,0.22383427619934082,764,0.24515986442565918,-28.31,78,60134,60033,29.13,0.0003,0.82
1316,4.436380386352539,20.46414566040039,-0.15617060661315918,766,0.24730592966079712,-28.59,78,60274,60173,29.41,0.0003,0.82
1320,4.025727272033691,18.96371841430664,0.13833320140838623,766,0.24675174057483673,-26.76,78,60304,60203,27.6,0.0003,0.84
1324,3.704103469848633,21.829498291015625,0.2004280835390091,768,0.24883447587490082,-26.63,78,60426,60325,27.48,0.0003,0.85
1328,5.3818278312683105,20.174030303955078,-0.2833639085292816,769,0.24997881054878235,-27.58,78,60581,60480,28.43,0.0003,0.85
1332,6.117175579071045,19.648656845092773,0.02272307500243187,770,0.24973276257514954,-27.4,78,60601,60500,28.25,0.0003,0.85
1336,4.817120552062988,20.079242706298828,-0.11179417371749878,771,0.24941681325435638,-27.08,78,60744,60643,27.93,0.0003,0.85
1340,13.283557891845703,21.522489547729492,0.10812398791313171,772,0.2496681660413742,-26.97,78,60780,60679,27.82,0.0003,0.85
1344,3.372493267059326,20.49697494506836,0.026139765977859497,774,0.2527969479560852,-26.22,78,60950,60849,27.08,0.0003,0.86
1348,7.443016052246094,19.805694580078125,0.044264718890190125,775,0.2549777626991272,-27.26,78,61079,60978,28.12,0.0003,0.86
1352,3.3523077964782715,20.06536865234375,0.1759062111377716,776,0.2555375397205353,-27.03,78,61110,61009,27.89,0.0003,0.86
1356,6.472813606262207,20.46688461303711,-0.09146548807621002,776,0.2558819353580475,-26.95,78,61155,61054,27.81,0.0003,0.86
1360,7.473578453063965,18.771568298339844,-0.015627726912498474,777,0.25657451152801514,-27.43,78,61244,61143,28.29,0.0003,0.86
1364,4.197903156280518,19.769927978515625,0.06058180332183838,778,0.2564293444156647,-26.36,78,61270,61169,27.23,0.0003,0.87
1368,3.362476348876953,20.329687118530273,0.1994321644306183,779,0.25536563992500305,-27.12,78,61404,61303,27.98,0.0003,0.86
1372,4.137332439422607,20.08489990234375,0.05952803045511246,780,0.257052481174469,-25.94,78,61497,61396,26.82,0.0003,0.88
1376,6.76663064956665,19.604623794555664,0.032477863132953644,781,0.2575882077217102,-25.69,78,61513,61412,26.57,0.0003,0.88
1380,13.434306144714355,20.819900512695312,-0.20785975456237793,783,0.2576819658279419,-25.12,78,61692,61591,26.01,0.0003,0.89
1384,6.909950256347656,18.875316619873047,-0.04704093933105469,784,0.2583509683609009,-24.76,78,61798,61697,25.66,0.0003,0.9
1388,3.333324909210205,19.16716766357422,-0.08711344748735428,785,0.25916367769241333,-25.0,78,61887,61786,25.9,0.0003,0.9
1392,3.0165293216705322,18.389490127563477,-0.0288316011428833,787,0.25866788625717163,-25.1,78,62044,61943,26.0,0.0003,0.9
1396,3.0799012184143066,19.73337173461914,0.05287519097328186,789,0.26212355494499207,-26.0,78,62204,62103,26.89,0.0003,0.89
1400,4.498802185058594,20.055673599243164,0.15043380856513977,790,0.25977689027786255,-24.95,78,62306,62205,25.86,0.0003,0.91
1404,7.105074882507324,20.082683563232422,0.08990924060344696,792,0.2572568953037262,-24.8,78,62437,62336,25.71,0.0003,0.91
1408,4.300605297088623,20.361865997314453,0.06051548197865486,792,0.2575265169143677,-23.89,78,62479,62378,24.81,0.0003,0.92
1412,5.282636642456055,19.855146408081055,-0.34448209404945374,794,0.25900185108184814,-23.83,78,62609,62508,24.75,0.0003,0.92
1416,11.580450057983398,21.05215072631836,-0.18428950011730194,795,0.25986698269844055,-23.68,78,62733,62632,24.59,0.0003,0.91
1420,5.812376022338867,20.393585205078125,-0.1300412267446518,796,0.26033857464790344,-24.01,78,62796,62695,24.92,0.0003,0.91
1424,4.274178981781006,19.130306243896484,-0.08476636558771133,797,0.2587461769580841,-23.52,78,62869,62768,24.43,0.0003,0.91
1428,4.709372520446777,19.923141479492188,0.1793440580368042,798,0.25827082991600037,-22.3,78,62902,62801,23.21,0.0003,0.91
1432,3.6933202743530273,20.58434295654297,-0.17710250616073608,800,0.2581774890422821,-24.41,78,63131,63030,25.3,0.0003,0.89
1436,4.072786331176758,20.43581771850586,-0.14357241988182068,801,0.25886064767837524,-23.84,78,63218,63117,24.74,0.0003,0.9
1440,4.253670692443848,20.510028839111328,0.12218205630779266,802,0.2588188350200653,-23.84,78,63254,63153,24.74,0.0003,0.9
1444,7.877425193786621,19.240251541137695,0.19165951013565063,803,0.2593027949333191,-22.78,78,63319,63218,23.69,0.0003,0.91
1448,10.096017837524414,19.408864974975586,-0.11123079061508179,803,0.2596780061721802,-21.96,78,63366,63265,22.87,0.0003,0.91
1452,6.37392520904541,19.29582977294922,-0.09191769361495972,806,0.26102444529533386,-24.0,78,63599,63498,24.89,0.0003,0.89
1456,2.423062562942505,19.464719772338867,0.06830255687236786,807,0.25930461287498474,-24.76,78,63720,63619,25.65,0.0003,0.89
1460,5.5660247802734375,19.29030990600586,-0.05775905027985573,808,0.259372353553772,-24.32,78,63765,63664,25.21,0.0003,0.89
1464,8.223152160644531,18.971309661865234,0.020204946398735046,810,0.26270946860313416,-25.52,78,63910,63809,26.4,0.0003,0.88
1468,13.408435821533203,19.923795700073242,0.04523960500955582,810,0.2638506293296814,-24.54,78,63947,63846,25.43,0.0003,0.89
1472,3.7631287574768066,19.8878231048584,-0.2960165739059448,812,0.265948086977005,-25.44,78,64129,64028,26.32,0.0003,0.88
1476,8.808804512023926,19.827919006347656,0.12129774689674377,814,0.26439720392227173,-26.4,78,64241,64140,27.28,0.0003,0.88
1480,6.413715839385986,18.716930389404297,0.32404547929763794,815,0.2642604112625122,-25.35,78,64316,64215,26.24,0.0003,0.89
1484,6.174594879150391,20.197954177856445,0.11313433945178986,815,0.26315709948539734,-24.61,78,64348,64247,25.5,0.0003,0.89
1488,5.322872161865234,20.074565887451172,0.11449389904737473,818,0.26479437947273254,-25.85,78,64559,64458,26.72,0.0003,0.87
1492,6.52873420715332,20.005611419677734,-0.3262621760368347,818,0.2656342685222626,-24.65,78,64597,64496,25.53,0.0003,0.88
1496,10.087972640991211,19.34044647216797,0.1683715134859085,819,0.2661554515361786,-23.58,78,64651,64550,24.47,0.0003,0.89
1500,4.741452217102051,19.953845977783203,0.22906431555747986,820,0.26937374472618103,-23.79,78,64773,64672,24.67,0.0003,0.88
1504,3.857067108154297,19.849767684936523,0.13951101899147034,823,0.2683977782726288,-24.77,78,65001,64900,25.64,0.0003,0.87
1508,3.7377214431762695,18.65003776550293,-0.030265316367149353,824,0.26848986744880676,-24.73,78,65039,64938,25.6,0.0003,0.87
1512,6.431988716125488,19.116222381591797,-0.053080618381500244,824,0.2680072784423828,-23.88,78,65085,64984,24.76,0.0003,0.88
1516,4.240050792694092,20.19463348388672,-0.052319131791591644,826,0.2660859227180481,-23.83,78,65204,65103,24.71,0.0003,0.88
1520,4.268078804016113,20.33933448791504,-0.1375688761472702,826,0.2659047842025757,-23.65,78,65249,65148,24.53,0.0003,0.88
1524,5.484570503234863,19.21739959716797,0.02978353202342987,827,0.2640509307384491,-23.39,78,65296,65195,24.27,0.0003,0.88
1528,6.952775955200195,20.015186309814453,-0.3487326502799988,829,0.264752596616745,-24.87,78,65476,65375,25.74,0.0003,0.87
1532,3.9469473361968994,18.890056610107422,-0.12709663808345795,833,0.2653024196624756,-25.61,78,65779,65678,26.48,0.0003,0.87
1536,15.318798065185547,20.089893341064453,-0.10571055114269257,833,0.26524412631988525,-25.18,78,65823,65722,26.05,0.0003,0.87
1540,3.56356143951416,19.726909637451172,0.06123635172843933,833,0.26559218764305115,-25.15,78,65856,65755,26.02,0.0003,0.87
1544,10.206304550170898,19.335487365722656,0.06478845328092575,834,0.2671576738357544,-25.09,78,65915,65814,25.96,0.0003,0.87
1548,6.510551452636719,18.683509826660156,-0.014715731143951416,836,0.26895269751548767,-26.07,78,66059,65958,26.93,0.0003,0.86
1552,6.170641899108887,19.150272369384766,0.11691533029079437,837,0.26859909296035767,-24.23,78,66110,66009,25.11,0.0003,0.88
1556,2.454763412475586,20.846302032470703,-0.34567999839782715,838,0.267634779214859,-23.96,78,66204,66103,24.84,0.0003,0.88
1560,5.051313877105713,20.581100463867188,-0.13576039671897888,839,0.2670631408691406,-24.68,78,66321,66220,25.56,0.0003,0.88
1564,7.972597122192383,19.71088409423828,0.007196422666311264,840,0.2667694687843323,-23.75,78,66374,66273,24.64,0.0003,0.89
1568,13.251384735107422,18.877849578857422,-0.13360022008419037,841,0.26718398928642273,-24.57,78,66493,66392,25.46,0.0003,0.89
1572,8.896270751953125,18.65802764892578,-0.08995912969112396,842,0.2669770121574402,-23.37,78,66556,66455,24.27,0.0003,0.9
1576,8.144430160522461,19.533538818359375,-0.1421753317117691,842,0.26733043789863586,-22.42,78,66573,66472,23.32,0.0003,0.9
1580,9.10719108581543,20.16715431213379,-0.12796339392662048,844,0.26720595359802246,-23.13,79,66718,66617,24.02,0.0003,0.89
1584,7.736483573913574,19.2520809173584,0.024045661091804504,846,0.2696109414100647,-24.23,79,66860,66759,25.12,0.0003,0.89
1588,8.442388534545898,19.337474822998047,0.28248071670532227,847,0.2687302529811859,-22.82,79,66932,66831,23.73,0.0003,0.91
1592,7.470705032348633,19.037811279296875,0.008126504719257355,849,0.2705553472042084,-24.12,79,67099,66998,25.02,0.0003,0.9
1596,9.63510799407959,19.15450668334961,0.16572821140289307,850,0.2708647847175598,-24.46,79,67187,67086,25.36,0.0003,0.9
1600,4.563759803771973,19.40001678466797,-0.0964955985546112,850,0.27126115560531616,-23.63,79,67227,67126,24.54,0.0003,0.91
1604,4.165916919708252,19.344430923461914,-0.05405556410551071,851,0.27106916904449463,-21.9,79,67284,67183,22.83,0.0003,0.93
1608,6.239336013793945,18.658315658569336,-0.16847646236419678,852,0.27037522196769714,-22.17,79,67349,67248,23.1,0.0003,0.93
1612,3.7689807415008545,19.459135055541992,0.13179320096969604,855,0.26939767599105835,-24.12,79,67588,67487,25.03,0.0003,0.91
1616,7.962698936462402,20.022960662841797,-0.23430120944976807,855,0.26964524388313293,-23.24,79,67620,67519,24.16,0.0003,0.92
1620,6.292126178741455,18.919265747070312,0.067175954580307,857,0.27025067806243896,-24.02,79,67743,67642,24.94,0.0003,0.92
1624,8.621942520141602,18.969783782958984,0.21489271521568298,857,0.2705440819263458,-23.99,79,67787,67686,24.91,0.0003,0.92
1628,17.201677322387695,19.162109375,-0.2105649709701538,859,0.2716206908226013,-23.43,79,67911,67810,24.35,0.0003,0.92
1632,5.6176958084106445,19.071889877319336,0.11560425907373428,859,0.27126339077949524,-20.83,79,67956,67855,21.77,0.0003,0.94
1636,5.052253723144531,18.652185440063477,-0.11918487399816513,861,0.27003687620162964,-21.58,79,68074,67973,22.51,0.0003,0.93
1640,15.729101181030273,18.88812828063965,0.0943465381860733,861,0.27050668001174927,-21.52,79,68101,68000,22.45,0.0003,0.93
1644,6.153365135192871,18.703166961669922,0.32380741834640503,861,0.27073338627815247,-21.37,79,68145,68044,22.3,0.0003,0.93
1648,6.768011093139648,19.787626266479492,-0.09412206709384918,863,0.27359071373939514,-21.15,79,68267,68166,22.08,0.0003,0.93
1652,6.48135232925415,20.04672622680664,-0.10047128796577454,864,0.2718316316604614,-21.96,79,68398,68297,22.88,0.0003,0.92
1656,3.940021514892578,19.15139389038086,0.03971691429615021,866,0.27005836367607117,-22.49,79,68544,68443,23.4,0.0003,0.91
1660,5.557201862335205,19.651405334472656,0.11756233870983124,867,0.27125284075737,-22.19,79,68631,68530,23.1,0.0003,0.91
1664,8.46041202545166,19.02164077758789,0.17362697422504425,869,0.27493900060653687,-23.44,79,68808,68707,24.34,0.0003,0.9
1668,4.208702564239502,19.464385986328125,0.02125561237335205,870,0.2738617956638336,-22.6,79,68843,68742,23.5,0.0003,0.9
1672,4.509014129638672,18.494585037231445,-0.025164254009723663,873,0.2719728350639343,-24.68,79,69112,69011,25.56,0.0003,0.88
1676,8.153665542602539,18.803810119628906,0.058951541781425476,875,0.26932477951049805,-25.91,79,69251,69150,26.78,0.0003,0.87
1680,4.953836441040039,19.49357795715332,-0.03892577812075615,875,0.26978906989097595,-24.73,79,69279,69178,25.61,0.0003,0.88
1684,3.239945650100708,19.79156494140625,0.05344381928443909,876,0.2697954475879669,-23.82,79,69330,69229,24.7,0.0003,0.88
